#OTU ID	PDD2.MID47-47.P2.apr13_ncdenovo	S1DD2.MID103-103.P2.nov13_ncdenovo	S1DD2.MID110-110.P4.jan14_ncdenovo	S1DD2.MID109-109.P2.jan14_ncdenovo	S1DD2.MID97-97.P2.dec13_ncdenovo	S1DD2.MID103-103.P2.nov13_otuclust	S1DD2.MID109-109.P2.jan14_otuclust	S1DD2.MID97-97.P2.dec13_otuclust	S1DD2.MID110-110.P4.jan14_otuclust	PDD2.MID47-47.P2.apr13_otuclust	S1DD2.MID110-110.P4.jan14_ncref	S1DD2.MID103-103.P2.nov13_ncref	S1DD2.MID97-97.P2.dec13_ncref	PDD2.MID47-47.P2.apr13_ncref	S1DD2.MID109-109.P2.jan14_ncref	S1DD2.MID109-109.P2.jan14	S1DD2.MID110-110.P4.jan14	PDD2.MID47-47.P2.apr13	S1DD2.MID97-97.P2.dec13	S1DD2.MID103-103.P2.nov13
M01896:15:000000000-A7EN9:1:1103:19604:15724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0
M01896:15:000000000-A7EN9:1:2110:11004:19787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0
M01896:14:000000000-A7ERE:1:1106:5446:8248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	1	0
M01896:14:000000000-A7ERE:1:1101:19817:19321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0
M01896:2:000000000-A69JN:1:2109:19892:24135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	10	24	0	9
M01896:2:000000000-A69JN:1:2108:14092:22107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	13	8	5
M00595:42:000000000-A5J1T:1:2109:18123:6214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	10	3	4
M00595:42:000000000-A5J1T:1:2114:21857:14897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	1
M00595:42:000000000-A5J1T:1:1112:27029:14395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	17	31	3	11
M01896:2:000000000-A69JN:1:1117:8956:20352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	3	1	3
M01896:2:000000000-A69JN:1:2103:4388:14773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	6	21	3	4
M01896:14:000000000-A7ERE:1:1103:6517:21898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	6	0	2
M00595:42:000000000-A5J1T:1:2114:26004:6628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	1	2
M00595:42:000000000-A5J1T:1:1113:25756:21929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0
M01896:14:000000000-A7ERE:1:1104:15651:16638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	3	3	3
M00595:42:000000000-A5J1T:1:2115:15124:7816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	11	2	1
M01896:2:000000000-A69JN:1:1115:17559:10816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1
M00595:42:000000000-A5J1T:1:1109:18091:3597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	2	0	0
M01896:2:000000000-A69JN:1:2113:21587:9388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	16	3	3
M00595:42:000000000-A5J1T:1:1111:15109:4414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	0	0
M01896:15:000000000-A7EN9:1:2101:22901:19637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	10	3	1
M01896:14:000000000-A7ERE:1:1105:22988:22148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
M01896:14:000000000-A7ERE:1:2102:18171:23953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	3	2	3
M01896:2:000000000-A69JN:1:1102:14969:6645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	5	5	2
M01896:14:000000000-A7ERE:1:2108:7743:2129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
M01896:2:000000000-A69JN:1:1101:7533:23551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2
M00595:42:000000000-A5J1T:1:2112:26164:14693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	6	0	1
M01896:14:000000000-A7ERE:1:1107:13753:23846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1
M00595:42:000000000-A5J1T:1:2116:13649:17770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	7	0	3
M01896:14:000000000-A7ERE:1:1110:20740:5382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	0	0
M00595:42:000000000-A5J1T:1:2117:13723:8907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0
M01896:15:000000000-A7EN9:1:2106:23983:4261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	3	0	0
M01896:2:000000000-A69JN:1:2115:23976:2384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	4	0	4
M01896:14:000000000-A7ERE:1:1111:20897:11206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	5	0	0
M00595:42:000000000-A5J1T:1:1113:24971:12403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0
M01896:14:000000000-A7ERE:1:1112:24941:9642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0
M00595:42:000000000-A5J1T:1:1103:14979:16082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0
M00595:42:000000000-A5J1T:1:1113:20988:16199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0
M01896:14:000000000-A7ERE:1:1114:20068:24900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	2	1	1
M01896:2:000000000-A69JN:1:2108:6273:19034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	4	2	3
M01896:2:000000000-A69JN:1:1111:15914:14325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	2
M01896:14:000000000-A7ERE:1:1118:23103:14234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4	0	1
M00595:42:000000000-A5J1T:1:2113:18641:15793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	4	0	2
M00595:42:000000000-A5J1T:1:1118:23985:8433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	0	1
M01896:2:000000000-A69JN:1:2107:7152:5484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3	0	2
M01896:14:000000000-A7ERE:1:2118:19025:17301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	1
M00595:42:000000000-A5J1T:1:1113:18157:9364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0
M01896:2:000000000-A69JN:1:2101:12019:15217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	3	4	9
M00595:42:000000000-A5J1T:1:1115:16055:20451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	0	0
M00595:42:000000000-A5J1T:1:1110:24224:17487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	6	1	4
M00595:54:000000000-A7CT0:1:2119:18289:17995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0
M01896:2:000000000-A69JN:1:1116:7942:10678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	2
M00595:42:000000000-A5J1T:1:1102:17723:16892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	2	0	0
M00595:42:000000000-A5J1T:1:1104:16542:4728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	5	2	0
M00595:54:000000000-A7CT0:1:1110:10776:6038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	1	2
M00595:42:000000000-A5J1T:1:1114:7885:8994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	4	2	1
M00595:42:000000000-A5J1T:1:2104:13879:6856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5	0	0
M01896:14:000000000-A7ERE:1:2108:13261:20101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0
M00595:42:000000000-A5J1T:1:1119:8264:14837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	1
M01896:2:000000000-A69JN:1:2111:7730:17185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	11	0	5
M00595:42:000000000-A5J1T:1:2119:5735:19521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	3	0	1
M01896:15:000000000-A7EN9:1:2115:12897:11581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	2	0	2
M01896:14:000000000-A7ERE:1:2104:5485:19274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	7	0	2
M00595:42:000000000-A5J1T:1:1106:19380:23516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	5	11	1	0
M00595:42:000000000-A5J1T:1:1102:15177:19395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0
M01896:2:000000000-A69JN:1:1101:12512:13195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	2	2
M00595:42:000000000-A5J1T:1:1109:17012:10864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0
M00595:54:000000000-A7CT0:1:2116:13914:7315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0
M01896:15:000000000-A7EN9:1:1109:25041:21785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	8	1	1
M01896:2:000000000-A69JN:1:2110:11557:11590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	3
M00595:42:000000000-A5J1T:1:1114:14083:4152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	4	0	0
M01896:2:000000000-A69JN:1:1107:15067:16645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2
M01896:2:000000000-A69JN:1:2117:28278:16731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	7	0	4
M00595:42:000000000-A5J1T:1:2110:5443:18184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	3	1	4
M00595:42:000000000-A5J1T:1:1117:23262:7532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0
M01896:2:000000000-A69JN:1:2109:3646:8276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	3
M01896:2:000000000-A69JN:1:2115:26242:15631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	1	3
M01896:2:000000000-A69JN:1:1111:6501:8423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	2	0	2
M01896:2:000000000-A69JN:1:2105:13309:11051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	1
M01896:15:000000000-A7EN9:1:1104:16870:19937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0
M01896:15:000000000-A7EN9:1:1105:6219:16219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	0
M00595:42:000000000-A5J1T:1:1109:15093:5256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	10	1	6
M01896:15:000000000-A7EN9:1:1107:24152:2041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	1	1	0
M00595:42:000000000-A5J1T:1:2105:19381:20345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0
M01896:2:000000000-A69JN:1:2113:18444:20384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	8	4	3
M00595:42:000000000-A5J1T:1:1108:17366:19672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	4	0	1
M00595:42:000000000-A5J1T:1:1112:17240:6262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4	0	0
M01896:2:000000000-A69JN:1:1102:20921:12098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	4
M01896:2:000000000-A69JN:1:2118:5526:4358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	5	2	3
M01896:15:000000000-A7EN9:1:1113:4730:15729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
M01896:15:000000000-A7EN9:1:1102:6606:23086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	4	0	2
M00595:42:000000000-A5J1T:1:1111:9215:20364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	1	4
M00595:42:000000000-A5J1T:1:1104:27161:10639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	0	2
M01896:2:000000000-A69JN:1:1109:10283:24780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2
M01896:15:000000000-A7EN9:1:1116:9556:6762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
M01896:2:000000000-A69JN:1:2108:20938:12382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	6	1	1
M00595:42:000000000-A5J1T:1:1107:23572:15891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	9	0	3
M00595:42:000000000-A5J1T:1:1105:15430:13026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	7	2	5
M00595:42:000000000-A5J1T:1:1108:16107:22374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0
M00595:42:000000000-A5J1T:1:1106:19040:2903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	6	0	1
M01896:15:000000000-A7EN9:1:2102:27600:10391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	5	2	1
M00595:42:000000000-A5J1T:1:1102:22624:19827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	2	0	1
M00595:42:000000000-A5J1T:1:2118:14755:10792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	8	11	4	3
M01896:2:000000000-A69JN:1:1104:17771:2174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	11	0	2
M01896:2:000000000-A69JN:1:2116:13683:4592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	5	2	5
M01896:15:000000000-A7EN9:1:2105:23500:19305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0
M00595:42:000000000-A5J1T:1:2112:18007:15493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0
M00595:42:000000000-A5J1T:1:1107:15726:12167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	25	3	1
M01896:14:000000000-A7ERE:1:2101:27387:10347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	2
M00595:42:000000000-A5J1T:1:2101:23390:4875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	7	0	1
M01896:2:000000000-A69JN:1:1109:21152:6485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	13	0	2
M01896:15:000000000-A7EN9:1:2107:14839:12565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
M00595:54:000000000-A7CT0:1:2114:21476:12525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	5	2	0
M00595:42:000000000-A5J1T:1:2118:11392:10108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3	1	2
M01896:15:000000000-A7EN9:1:2111:18467:15393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
M01896:2:000000000-A69JN:1:1104:14076:22432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	9	1	3
M01896:2:000000000-A69JN:1:2102:24456:10584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	3
M01896:15:000000000-A7EN9:1:1109:17511:20354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
M01896:15:000000000-A7EN9:1:2114:15958:17296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
M00595:42:000000000-A5J1T:1:1115:6454:7207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	4	1	2
M00595:42:000000000-A5J1T:1:1104:9864:12695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	0	1
M00595:42:000000000-A5J1T:1:1104:24239:17732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	1
M01896:2:000000000-A69JN:1:2116:8942:23972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	1	6
M00595:42:000000000-A5J1T:1:1117:20195:22191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	9	0	8
M00595:42:000000000-A5J1T:1:2114:23307:2964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	7	16	2	0
M00595:42:000000000-A5J1T:1:2110:18165:11607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	12	1	1
M00595:42:000000000-A5J1T:1:1117:7587:20082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0
M00595:42:000000000-A5J1T:1:1103:20454:17496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	4	1	2
M00595:42:000000000-A5J1T:1:2110:28177:12908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	0	2
M00595:42:000000000-A5J1T:1:2115:15774:8453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	1
M01896:2:000000000-A69JN:1:2108:7135:20808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2
M01896:15:000000000-A7EN9:1:2116:7290:23093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	13	3	7
M00595:42:000000000-A5J1T:1:2106:14023:23190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	11	0	3
M01896:14:000000000-A7ERE:1:2109:10922:22076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
M01896:2:000000000-A69JN:1:1118:16028:7466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	1
M01896:2:000000000-A69JN:1:1118:13016:6469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	1	2
M01896:2:000000000-A69JN:1:1102:22725:16078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	1	1
M01896:15:000000000-A7EN9:1:2104:3691:8506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	12	3	2
M00595:42:000000000-A5J1T:1:1103:14226:18520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0
M00595:42:000000000-A5J1T:1:1119:9759:8944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0
M00595:42:000000000-A5J1T:1:2111:19600:21067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	12	1	2
M01896:14:000000000-A7ERE:1:1112:29527:12253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	1
M01896:14:000000000-A7ERE:1:1112:10468:13043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1
M01896:14:000000000-A7ERE:1:1113:24216:6106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1
M01896:14:000000000-A7ERE:1:1111:8472:10175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	1	1
M01896:2:000000000-A69JN:1:1113:14320:18315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	4
M00595:42:000000000-A5J1T:1:1102:15301:13006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	4	1
M00595:42:000000000-A5J1T:1:2103:4191:17549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0
M00595:42:000000000-A5J1T:1:1110:13983:7291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	1	0
M00595:42:000000000-A5J1T:1:2104:18243:20922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	10	2	2
M00595:42:000000000-A5J1T:1:1108:23090:13423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	0	1
M00595:54:000000000-A7CT0:1:1115:23371:5301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	6	1	0
M00595:42:000000000-A5J1T:1:1102:23068:22183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	7	1	1
M01896:14:000000000-A7ERE:1:1118:16619:16724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
M01896:14:000000000-A7ERE:1:1105:19597:7690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	0	0
M00595:42:000000000-A5J1T:1:1119:6995:4325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0
M01896:14:000000000-A7ERE:1:2101:20901:18183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
M00595:54:000000000-A7CT0:1:1113:18160:10172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	1	1
M01896:14:000000000-A7ERE:1:2102:12087:10618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
M01896:2:000000000-A69JN:1:2111:20230:21856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	7	1	5
M00595:42:000000000-A5J1T:1:1112:8454:10664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	4	1	3
M01896:14:000000000-A7ERE:1:2103:28451:12823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	3
M00595:42:000000000-A5J1T:1:1115:18388:22892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0
M00595:42:000000000-A5J1T:1:2115:9137:5598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	0	0
M01896:2:000000000-A69JN:1:1118:14320:14515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	3
M01896:14:000000000-A7ERE:1:1117:9455:6640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	6	8	4	1
M01896:14:000000000-A7ERE:1:2106:8729:8382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0
M00595:42:000000000-A5J1T:1:1107:9499:22578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	9	1	0
M00595:42:000000000-A5J1T:1:2111:22367:10575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	1
M00595:54:000000000-A7CT0:1:2105:7915:11324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	2	1
M01896:2:000000000-A69JN:1:2105:24315:20184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	4	0	6
M01896:14:000000000-A7ERE:1:2108:17563:2118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
M01896:2:000000000-A69JN:1:2110:8367:5729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	3
M01896:15:000000000-A7EN9:1:2106:19058:8300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	3	0	2
M00595:54:000000000-A7CT0:1:2116:17403:4922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	13	2	2
M00595:42:000000000-A5J1T:1:1117:10251:19904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0
M01896:14:000000000-A7ERE:1:2112:15837:12640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
M01896:15:000000000-A7EN9:1:2119:10799:18733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0
M00595:54:000000000-A7CT0:1:2111:17378:15252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0
M01896:14:000000000-A7ERE:1:2115:5944:22487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
M00595:42:000000000-A5J1T:1:1115:18434:19064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	10	1	3
M00595:42:000000000-A5J1T:1:2116:14095:12558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	0	2
M01896:14:000000000-A7ERE:1:2116:2111:14936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1
M00595:42:000000000-A5J1T:1:1116:24069:17498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	0	0
M01896:15:000000000-A7EN9:1:2115:10558:24903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	2	0	0
M00595:42:000000000-A5J1T:1:1104:7953:7804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	6	0	2
M00595:54:000000000-A7CT0:1:1109:28620:14400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0
M01896:14:000000000-A7ERE:1:2119:18383:11356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	0	1
M00595:42:000000000-A5J1T:1:2111:17850:5386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	2	0
M00595:42:000000000-A5J1T:1:2110:12370:4598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	3	1	1
M00595:42:000000000-A5J1T:1:2111:15366:17024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	8	0	4
M00595:42:000000000-A5J1T:1:2118:24623:3431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	7	3	2
M01896:14:000000000-A7ERE:1:1113:9350:12267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	0	0
M01896:2:000000000-A69JN:1:2108:5774:15173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	0	5
M01896:2:000000000-A69JN:1:1108:11626:15907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	0	2
M00595:54:000000000-A7CT0:1:1110:16290:13519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1
M00595:42:000000000-A5J1T:1:1107:13732:4393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0
M01896:15:000000000-A7EN9:1:1112:16815:10017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	4	0	1
M00595:42:000000000-A5J1T:1:2113:10924:13229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	6	0	2
M01896:15:000000000-A7EN9:1:1109:11385:3281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
M00595:42:000000000-A5J1T:1:2103:21732:5014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0
M00595:42:000000000-A5J1T:1:1109:14220:12812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
